Jerusalem B-Jerusalem B-Jerusalem
Miami O O
Police O O
apparently O O
are O O
going O O
to O O
escort O O
them O O
upto O O
Tallahassee O O
and O O
they O O
will O O
be O O
ready O O
to O O
be O O
counted O O
if O O
the O O
judge O O
decides O O
at O O
a O O
later O O
time O O
to O O
do O O
so O O
. O O
Now O O
time O O
is O O
a O O
big O O
consideration O O
from O O
here O O
. O O
What O O
' O O
s O O
the O O
judge O O
' O O
s O O
timetable O O
? O O
Not O O
as O O
fast O O
as O O
the O O
Democrats O O
would O O
like O O
, O O
not O O
as O O
slowly O O
as O O
Republicans O O
would O O
prefer O O
. O O
He O O
is O O
going O O
to O O
order O O
a O O
major O O
hearing O O
on O O
Saturday O O
to O O
review O O
all O O
the O O
legal O O
and O O
evidentiary O O
issues O O
, O O
look O O
at O O
evidence O O
, O O
perhaps O O
hear O O
from O O
witnesses O O
and O O
after O O
that O O
the O O
judge O O
will O O
decide O O
if O O
there O O
are O O
any O O
ballots O O
to O O
count O O
. O O
It O O
might O O
take O O
another O O
five O O
days O O
or O O
so O O
to O O
do O O
it O O
. O O
Neither O O
side O O
seemed O O
particularly O O
pleased O O
by O O
the O O
timetable O O
but O O
the O O
judge O O
said O O
, O O
well O O
, O O
I O O
am O O
going O O
to O O
make O O
everybody O O
equally O O
unhappy O O
. O O
Thank O O
you O O
. O O
NPR O O
' O O
s O O
Steven O O
Inksi O O
reporting O O
from O O
Tallahassee O O
, O O
Florida O O
. O O
As O O
the O O
battle O O
over O O
votes O O
goes O O
on O O
in O O
Florida O O
, O O
Washington B-Washington_(U.S._State) B-Washington_State_University
State I-Washington_(U.S._State) I-Washington_State_University
is O O
in O O
the O O
middle O O
of O O
recounting O O
the O O
votes O O
cast O O
in O O
its O O
very O O
tight O O
US O O
Senate O O
race O O
. O O
Jennifer B---NME-- O
Nesan I---NME-- O
reports O O
from O O
member O O
station O O
KPLU O O
in O O
Seattle B-Seattke B-Seattle
. O O
The O O
recount O O
of O O
the O O
votes O O
cast O O
for O O
Democrat O O
Maria O O
Catwell O O
and O O
Republican O O
Senator O O
Slate O O
Gordon O O
is O O
calm O O
and O O
organized O O
. O O
The O O
State O O
' O O
s O O
Elections O O
Director O O
Garry O O
Macintosh O O
says O O
the O O
process O O
is O O
about O O
as O O
exciting O O
as O O
watching O O
paint O O
dry O O
. O O
There O O
are O O
a O O
lot O O
of O O
things O O
about O O
the O O
election O O
' O O
s O O
process O O
I O O
think O O
that O O
are O O
fairly O O
complex O O
. O O
This O O
isn O O
' O O
t O O
probably O O
one O O
of O O
them O O
. O O
Catwell O O
leads O O
Republican O O
incumbent O O
Slate O O
Gordon O O
by O O
fewer O O
then O O
2000 O O
votes O O
. O O
At O O
this O O
point O O
neither O O
of O O
the O O
candidates O O
plan O O
to O O
contest O O
any O O
of O O
the O O
votes O O
. O O
State O O
law O O
requires O O
a O O
recount O O
when O O
the O O
margin O O
of O O
victory O O
is O O
less O O
than O O
one O O
half O O
of O O
1 O O
percent O O
. O O
The O O
recount O O
is O O
expected O O
to O O
be O O
completed O O
by O O
the O O
end O O
of O O
the O O
week O O
. O O
No O O
statewide O O
recount O O
in O O
Washington O O
has O O
ever O O
changed O O
the O O
initial O O
outcome O O
. O O
For O O
NPR O O
news O O
, O O
I O O
' O O
m O O
Jennifer O O
Nesan O O
in O O
Seattle O O
. O O
From O O
BBC B-BBC_News B-BBC_News
News I-BBC_News I-BBC_News
in O O
London B-London B-London
, O O
I O O
am O O
Gregor O O
Cragy O O
for O O
The O O
World O O
. O O
The O O
US B-Supreme_Court_of_the_United_States B-Supreme_Court_of_the_United_States
Supreme I-Supreme_Court_of_the_United_States I-Supreme_Court_of_the_United_States
Court I-Supreme_Court_of_the_United_States I-Supreme_Court_of_the_United_States
has O O
held O O
a O O
hearing O O
to O O
decide O O
whether O O
to O O
intervene O O
in O O
the O O
dispute O O
over O O
the O O
presidential O O
election O O
results O O
. O O
Judith B---NME-- O
Spencer I---NME-- O
reports O O
on O O
the O O
legal O O
wrangling O O
that O O
is O O
underway O O
. O O
Inside O O
the O O
stately O O
Supreme O O
Court O O
building O O
, O O
lawyers O O
for O O
Republican O O
George O O
W O O
. O O
Bush O O
and O O
Democrat O O
AL O O
Gore O O
argued O O
over O O
the O O
validity O O
of O O
hand O O
re O O
- O O
counts O O
in O O
the O O
crucial O O
state O O
of O O
Florida O O
, O O
just O O
as O O
Ruth B-Ruth_Bader_Ginsburg O
Bater I-Ruth_Bader_Ginsburg O
Ginsburg I-Ruth_Bader_Ginsburg O
pressed O O
Bush O O
' O O
s O O
lawyer O O
to O O
explain O O
why O O
the O O
Federal O O
High O O
Court O O
should O O
intervene O O
in O O
the O O
Florida B-Supreme_Court_of_Florida B-Supreme_Court_of_Florida
Supreme I-Supreme_Court_of_Florida I-Supreme_Court_of_Florida
Court I-Supreme_Court_of_Florida I-Supreme_Court_of_Florida
' O O
s O O
move O O
to O O
extend O O
the O O
deadline O O
for O O
finishing O O
the O O
re O O
- O O
counts O O
. O O
When O O
we O O
read O O
a O O
State O O
court O O
decision O O
, O O
we O O
should O O
read O O
it O O
in O O
the O O
light O O
most O O
favorable O O
to O O
the O O
integrity O O
of O O
the O O
State O O
Supreme O O
Court O O
. O O
But O O
later O O
on O O
, O O
Justice O O
Sandra B-Sandra_Day_O'Connor O
Day I-Sandra_Day_O'Connor O
O I-Sandra_Day_O'Connor O
' I-Sandra_Day_O'Connor O
Connor I-Sandra_Day_O'Connor B-Connor_(disambiguation)
suggested O O
the O O
State O O
court O O
might O O
have O O
been O O
out O O
of O O
line O O
. O O
The O O
legislature O O
had O O
very O O
clearly O O
said O O
, O O
you O O
know O O
, O O
7 O O
days O O
after O O
, O O
that O O
' O O
s O O
the O O
date O O
and O O
it O O
just O O
does O O
look O O
like O O
very O O
dramatic O O
change O O
made O O
by O O
the O O
Florida O O
court O O
. O O
The O O
US O O
Supreme O O
Court O O
could O O
rule O O
on O O
the O O
matter O O
as O O
early O O
as O O
tomorrow O O
. O O
For O O
The O O
World O O
, O O
I O O
am O O
Judith O O
Spencer O O
in O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
Meanwhile O O
, O O
the O O
Florida O O
Supreme O O
Court O O
has O O
rejected O O
an O O
emergency O O
appeal O O
from O O
Al O O
Gore O O
for O O
an O O
immediate O O
re O O
- O O
count O O
of O O
thousands O O
of O O
disputed O O
ballots O O
from O O
Palm O O
Beach O O
and O O
Miami O O
Dade O O
counties O O
. O O
The O O
US O O
navy B-United_States_Navy O
now O O
says O O
the O O
USS B-USS_COLE_(DDG-67) O
Cole I-USS_COLE_(DDG-67) B-Cole_(disambiguation)
was O O
being O O
refueled O O
when O O
an O O
explosion O O
ripped O O
through O O
it O O
in O O
Yemen B-Yemen B-Yemen
last O O
week O O
, O O
killing O O
17 O O
. O O
The O O
revised O O
accounting O O
of O O
the O O
incident O O
was O O
given O O
in O O
a O O
navy O O
statement O O
Friday O O
raising O O
new O O
questions O O
about O O
how O O
the O O
small O O
boat O O
carrying O O
the O O
explosives O O
was O O
able O O
to O O
get O O
near O O
the O O
ship O O
and O O
set O O
off O O
the O O
blast O O
. O O
Welcome O O
to O O
this O O
hour O O
of O O
VOA O O
News O O
Now O O
. O O
I O O
' O O
m O O
Erin O O
Brumett O O
in O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
The O O
incredibly O O
close O O
Florida O O
vote O O
count O O
for O O
President O O
is O O
in O O
the O O
state O O
courts O O
and O O
heading O O
for O O
the O O
US O O
Supreme B-Supreme_Court_of_the_United_States B-Supreme_Court_of_the_United_States
Court I-Supreme_Court_of_the_United_States I-Supreme_Court_of_the_United_States
at O O
the O O
end O O
of O O
the O O
week O O
. O O
That O O
' O O
s O O
virtually O O
unprecedented O O
, O O
as O O
the O O
Federal O O
Courts O O
have O O
tended O O
to O O
stay O O
out O O
of O O
elections O O
, O O
which O O
are O O
the O O
responsibility O O
of O O
the O O
states O O
. O O
Joe B-Joel_Grossman O
O I-Joel_Grossman O
' I-Joel_Grossman O
Grossman I-Joel_Grossman O
is O O
a O O
professor O O
of O O
constitutional O O
law O O
at O O
Baltimore B-Baltimore B-Baltimore
' O O
s O O
Johns B-Johns_Hopkins_University B-Johns_Hopkins_University
Hopkins I-Johns_Hopkins_University I-Johns_Hopkins_University
University I-Johns_Hopkins_University I-Johns_Hopkins_University
. O O
He O O
says O O
that O O
in O O
this O O
instance O O
the O O
Supreme O O
Court O O
probably O O
felt O O
the O O
circumstances O O
were O O
such O O
that O O
they O O
had O O
no O O
real O O
alternative O O
but O O
to O O
take O O
the O O
case O O
. O O
Well O O
, O O
I O O
think O O
they O O
took O O
the O O
case O O
because O O
it O O
seemed O O
like O O
it O O
was O O
such O O
a O O
important O O
issue O O
that O O
it O O
would O O
be O O
kind O O
of O O
unseemly O O
for O O
them O O
to O O
try O O
to O O
reject O O
it O O
out O O
of O O
hand O O
. O O
In O O
fact O O
, O O
I O O
think O O
that O O
Lawrence B-Laurence_Tribe B-Laurence_Tribe
Tribe I-Laurence_Tribe I-Laurence_Tribe
, O O
the O O
Harvard O O
Law O O
School O O
Professor O O
who O O
is O O
arguing O O
for O O
Gore B-Al_Gore B-Al_Gore
tomorrow O O
, O O
is O O
going O O
to O O
ask O O
the O O
court O O
to O O
hold O O
the O O
case O O
, O O
moot O O
and O O
dismiss O O
it O O
. O O
And O O
the O O
Bush O O
campaign O O
has O O
brought O O
the O O
case O O
, O O
but O O
recognizes O O
that O O
the O O
particular O O
issues O O
that O O
they O O
brought O O
to O O
the O O
court O O
last O O
week O O
are O O
really O O
not O O
very O O
relevant O O
anymore O O
. O O
They O O
are O O
going O O
to O O
probably O O
, O O
well O O
, O O
I O O
know O O
what O O
they O O
are O O
going O O
to O O
do O O
. O O
They O O
are O O
going O O
to O O
try O O
to O O
broaden O O
the O O
case O O
to O O
make O O
it O O
a O O
kind O O
of O O
a O O
general O O
referendum O O
on O O
election O O
procedures O O
. O O
So O O
, O O
they O O
are O O
looking O O
for O O
a O O
coronation O O
. O O
And O O
the O O
Gore O O
people O O
at O O
this O O
point O O
just O O
want O O
to O O
get O O
rid O O
of O O
this O O
case O O
, O O
because O O
they O O
think O O
they O O
have O O
a O O
better O O
chance O O
in O O
the O O
Florida O O
courts O O
. O O
Republicans O O
generally O O
support O O
states O O
' O O
rights O O
. O O
So O O
, O O
does O O
it O O
appear O O
somewhat O O
ironic O O
that O O
they O O
are O O
going O O
to O O
the O O
Supreme O O
Court O O
in O O
this O O
instance O O
? O O
No O O
, O O
I O O
think O O
first O O
of O O
all O O
the O O
notion O O
that O O
Republicans O O
favor O O
states O O
' O O
rights O O
and O O
Democrats O O
oppose O O
it O O
, O O
is O O
much O O
too O O
simplistic O O
. O O
That O O
' O O
s O O
generally O O
true O O
, O O
but O O
it O O
' O O
s O O
only O O
true O O
on O O
some O O
issues O O
. O O
And O O
in O O
this O O
case O O
, O O
you O O
could O O
argue O O
that O O
the O O
Bush O O
people O O
are O O
going O O
to O O
the O O
Supreme O O
Court O O
to O O
preserve O O
the O O
right O O
of O O
Florida O O
, O O
to O O
determine O O
its O O
own O O
electors O O
. O O
So O O
, O O
there O O
is O O
a O O
kind O O
of O O
states O O
' O O
rights O O
issue O O
there O O
. O O
But O O
they O O
need O O
, O O
or O O
at O O
least O O
they O O
once O O
thought O O
they O O
needed O O
the O O
Supreme O O
Court O O
to O O
endorse O O
it O O
. O O
So O O
it O O
goes O O
both O O
ways O O
. O O
What O O
are O O
the O O
justices O O
likely O O
looking O O
for O O
? O O
Well O O
, O O
I O O
don O O
' O O
t O O
know O O
. O O
But O O
I O O
think O O
that O O
- O O
and O O
I O O
think O O
they O O
will O O
be O O
divided O O
, O O
I O O
mean O O
I O O
don O O
' O O
t O O
think O O
they O O
will O O
be O O
unanimous O O
. O O
Obviously O O
, O O
they O O
would O O
like O O
to O O
be O O
able O O
to O O
achieve O O
some O O
kind O O
of O O
resolution O O
of O O
the O O
case O O
. O O
American O O
election O O
laws O O
are O O
often O O
challenged O O
at O O
the O O
local O O
level O O
and O O
sometimes O O
in O O
the O O
Federal O O
courts O O
, O O
but O O
this O O
is O O
certainly O O
the O O
first O O
time O O
we O O
have O O
had O O
a O O
Supreme O O
Court O O
challenge O O
over O O
presidential O O
election O O
. O O
So O O
, O O
there O O
is O O
a O O
lot O O
of O O
new O O
law O O
here O O
to O O
be O O
made O O
or O O
at O O
least O O
law O O
that O O
hasn O O
' O O
t O O
been O O
made O O
yet O O
. O O
It O O
' O O
s O O
possible O O
that O O
if O O
the O O
court O O
accepts O O
the O O
invitation O O
of O O
the O O
Bush O O
campaign O O
, O O
at O O
least O O
as O O
it O O
is O O
expressed O O
in O O
the O O
briefs O O
they O O
submitted O O
yesterday O O
, O O
that O O
the O O
court O O
will O O
in O O
the O O
sense O O
, O O
take O O
the O O
entire O O
issue O O
, O O
even O O
- O O
not O O
just O O
the O O
specific O O
questions O O
that O O
it O O
was O O
asked O O
last O O
week O O
and O O
try O O
to O O
resolve O O
the O O
question O O
. O O
For O O
example O O
, O O
if O O
the O O
court O O
says O O
it O O
is O O
clearly O O
the O O
fact O O
that O O
the O O
legislature B-Florida_Legislature O
of O O
the O O
state O O
of O O
Florida O O
can O O
determine O O
for O O
itself O O
who O O
its O O
electors O O
will O O
be O O
, O O
that O O
will O O
pretty O O
much O O
end O O
the O O
case O O
, O O
because O O
that O O
' O O
s O O
what O O
the O O
legislature O O
already O O
plans O O
to O O
do O O
. O O
And O O
that O O
doesn O O
' O O
t O O
mean O O
the O O
Gore O O
people O O
won O O
' O O
t O O
keep O O
trying O O
, O O
because O O
ultimately O O
Congress B-United_States_Congress B-United_States_Congress
has O O
to O O
decide O O
and O O
only O O
Congress O O
can O O
decide O O
if O O
there O O
are O O
competing O O
slates O O
of O O
electors O O
submitted O O
, O O
which O O
slate O O
to O O
accept O O
. O O
The O O
Johns O O
Hopkins O O
University O O
constitutional O O
law O O
professor O O
Joe O O
O O O
' O O
Grossman O O
says O O
, O O
it O O
' O O
s O O
still O O
not O O
certain O O
the O O
Supreme O O
Court O O
will O O
actually O O
hear O O
the O O
Florida O O
case O O
. O O
As O O
their O O
first O O
order O O
, O O
business O O
Friday O O
, O O
attorneys O O
for O O
Vice O O
President O O
Gore O O
will O O
move O O
to O O
have O O
the O O
court O O
dismiss O O
the O O
case O O
brought O O
by O O
Republican O O
George O O
W O O
Bush O O
. O O
I O O
am O O
David O O
Coler O O
, O O
VOA B-Voice_of_America B-Voice_of_America
News I-Voice_of_America I-Voice_of_America
. O O
President O O
Elect O O
George O O
W O O
Bush O O
made O O
more O O
cabinet O O
appointments O O
Wednesday O O
. O O
He O O
named O O
Al O O
Koha O O
Chairman O O
Paul O O
O O O
' O O
Neil O O
as O O
Treasury O O
Secretary O O
and O O
former O O
California O O
Food O O
and O O
Agriculture O O
Secretary O O
, O O
Anne O O
Venemon O O
as O O
Secretary O O
of O O
Agriculture O O
. O O
He O O
also O O
named O O
an O O
old O O
friend O O
, O O
an O O
oil O O
business O O
associate O O
, O O
Don O O
Evans O O
as O O
Secretary O O
of O O
Commerce O O
. O O
The O O
promotion O O
of O O
free O O
enterprise O O
first O O
in O O
America B-United_States B-United_States
and O O
then O O
abroad O O
will O O
be O O
our O O
first O O
priority O O
. O O
Free O O
flow O O
of O O
capital O O
, O O
free O O
and O O
open O O
competition O O
. O O
We O O
will O O
strive O O
to O O
be O O
an O O
advocate O O
for O O
US O O
businesses O O
first O O
in O O
America O O
and O O
also O O
those O O
wading O O
into O O
the O O
waters O O
of O O
the O O
global O O
market O O
place O O
. O O
Mr O O
. O O
Bush O O
also O O
named O O
former O O
Cuban O O
refugee O O
Mel O O
Martinez O O
as O O
Secretary O O
of O O
Housing O O
and O O
Urban O O
Development O O
. O O
Mr O O
. O O
Martinez O O
is O O
a O O
close O O
political O O
ally O O
of O O
the O O
President O O
Elect O O
' O O
s O O
brother O O
, O O
Florida O O
Governor O O
Jeb O O
Bush O O
. O O
Mr O O
. O O
Bush O O
says O O
he O O
will O O
step O O
down O O
Thursday O O
as O O
Governor O O
of O O
Texas B-Texas B-Texas
. O O
Reformist O O
allies O O
of O O
Yugoslav O O
President O O
Vojislav O O
Kostunica O O
have O O
scored O O
a O O
decisive O O
victory O O
in O O
today O O
' O O
s O O
Serbian O O
parliamentary O O
elections O O
. O O
The O O
Democratic B-Democratic_Opposition_of_Serbia B-Democratic_Party_(United_States)
opposition I-Democratic_Opposition_of_Serbia O
of O O
Serbia O O
, O O
which O O
supports O O
the O O
President O O
, O O
estimates O O
it O O
has O O
won O O
65 O O
% O O
of O O
the O O
vote O O
. O O
The O O
coalition O O
took O O
power O O
after O O
a O O
popular O O
uprising O O
ousted O O
long O O
time O O
Yugoslav O O
President O O
Slobodan B-Slobodan_Milosevic B-Slobodan_Milošević
Milosevic I-Slobodan_Milosevic I-Slobodan_Milošević
in O O
October O O
. O O
Mr O O
. O O
Milosevic O O
' O O
s O O
Socialist B-Socialist_Party_of_Serbia B-Socialist_Party_(disambiguation)
Party I-Socialist_Party_of_Serbia I-Socialist_Party_(disambiguation)
and O O
its O O
allies O O
won O O
about O O
1 O O
/ O O
5th O O
of O O
the O O
vote O O
. O O
It O O
' O O
s O O
now O O
official O O
, O O
former O O
star O O
Mario O O
Lameu O O
is O O
coming O O
out O O
of O O
retirement O O
to O O
play O O
for O O
the O O
National O O
Ice O O
Hockey O O
League O O
team O O
that O O
he O O
owns O O
, O O
the O O
Pittsburgh O O
Penguins O O
. O O
Lameu O O
was O O
the O O
first O O
NHL O O
player O O
to O O
become O O
a O O
team O O
owner O O
. O O
Now O O
, O O
he O O
is O O
the O O
first O O
owner O O
to O O
become O O
a O O
player O O
. O O
In O O
a O O
news O O
release O O
, O O
Friday O O
, O O
Lameu O O
said O O
