Jerusalem	B	Jerusalem	http://en.wikipedia.org/wiki/Jerusalem	Jerusalem
through				
them				
and				
perhaps				
add				
some				
votes				
to				
Al	B	Al_Gore	http://en.wikipedia.org/wiki/Al_Gore	Al_Gore
Gore	I	Al_Gore	http://en.wikipedia.org/wiki/Al_Gore	Al_Gore
'				
s				
final				
total				
,				
which				
is				
exactly				
what				
the				
Democrats				Democratic_Party_(United_States)
want				
.				
				
He				
is				
not				
ready				
to				
do				
that				
yet				
.				
				
He				
did				
not				
agree				
to				
the				
Democratic				Democratic_Party_(United_States)
proposal				
to				
begin				
counting				
tomorrow				
morning				
but				
he				
has				
ordered				
that				
the				
ballots				
be				
shipped				
up				
.				
				
Later				
this				
week				
,				
Miami				Miami_Police_Department
Police				Miami_Police_Department
apparently				
are				
going				
to				
escort				
them				
upto				
Tallahassee				Tallahassee,_Florida
and				
they				
will				
be				
ready				
to				
be				
counted				
if				
the				
judge				
decides				
at				
a				
later				
time				
to				
do				
so				
.				
				
Now				
time				
is				
a				
big				
consideration				
from				
here				
.				
				
What				
'				
s				
the				
judge				
'				
s				
timetable				
?				
				
Not				
as				
fast				
as				
the				
Democrats				Democratic_Party_(United_States)
would				
like				
,				
not				
as				
slowly				
as				
Republicans				Republican_Party_(United_States)
would				
prefer				
.				
				
He				
is				
going				
to				
order				
a				
major				
hearing				
on				
Saturday				
to				
review				
all				
the				
legal				
and				
evidentiary				
issues				
,				
look				
at				
evidence				
,				
perhaps				
hear				
from				
witnesses				
and				
after				
that				
the				
judge				
will				
decide				
if				
there				
are				
any				
ballots				
to				
count				
.				
				
It				
might				
take				
another				
five				
days				
or				
so				
to				
do				
it				
.				
				
Neither				
side				
seemed				
particularly				
pleased				
by				
the				
timetable				
but				
the				
judge				
said				
,				
well				
,				
I				
am				
going				
to				
make				
everybody				
equally				
unhappy				
.				
				
Thank				
you				
.				
NPR				NPR
'				
s				
Steven				
Inksi				
reporting				
from				
Tallahassee				Tallahassee,_Florida
,				
Florida				Florida
.				
				
As				
the				
battle				
over				
votes				
goes				
on				
in				
Florida				Florida
,				
Washington	B	Washington_State	http://en.wikipedia.org/wiki/Washington_(U.S._State)	Washington_State_University
State	I	Washington_State	http://en.wikipedia.org/wiki/Washington_(U.S._State)	Washington_State_University
is				
in				
the				
middle				
of				
recounting				
the				
votes				
cast				
in				
its				
very				
tight				
US				United_States
Senate				United_States_Senate
race				
.				
				
Jennifer	B	Jennifer_Nesan	--NME--	
Nesan	I	Jennifer_Nesan	--NME--	
reports				
from				
member				
station				
KPLU				KPLU-FM
in				
Seattle	B	Seattle	http://en.wikipedia.org/wiki/Seattke	Seattle
.				
				
The				
recount				
of				
the				
votes				
cast				
for				
Democrat				Democratic_Party_(United_States)
Maria				
Catwell				
and				
Republican				Republican_Party_(United_States)
Senator				
Slate				
Gordon				
is				
calm				
and				
organized				
.				
				
The				
State				
'				
s				
Elections				
Director				
Garry				
Macintosh				
says				
the				
process				
is				
about				
as				
exciting				
as				
watching				
paint				
dry				
.				
				
There				
are				
a				
lot				
of				
things				
about				
the				
election				
'				
s				
process				
I				
think				
that				
are				
fairly				
complex				
.				
				
This				
isn				
'				
t				
probably				
one				
of				
them				
.				
				
Catwell				
leads				
Republican				Republican_Party_(United_States)
incumbent				
Slate				
Gordon				
by				
fewer				
then				
2000				
votes				
.				
				
At				
this				
point				
neither				
of				
the				
candidates				
plan				
to				
contest				
any				
of				
the				
votes				
.				
				
State				
law				
requires				
a				
recount				
when				
the				
margin				
of				
victory				
is				
less				
than				
one				
half				
of				
1				
percent				
.				
				
The				
recount				
is				
expected				
to				
be				
completed				
by				
the				
end				
of				
the				
week				
.				
				
No				
statewide				
recount				
in				
Washington				Washington,_D.C.
has				
ever				
changed				
the				
initial				
outcome				
.				
				
For				
NPR				NPR
news				
,				
I				
'				
m				
Jennifer				
Nesan				
in				
Seattle				Seattle
.				
				
From				
BBC	B	BBC_News	http://en.wikipedia.org/wiki/BBC_News	BBC_News
News	I	BBC_News	http://en.wikipedia.org/wiki/BBC_News	BBC_News
in				
London	B	London	http://en.wikipedia.org/wiki/London	London
,				
I				
am				
Gregor				
Cragy				
for				
The				The_World_(disambiguation)
World				The_World_(disambiguation)
.				
				
The				
US	B	US_Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	Supreme_Court_of_the_United_States
Supreme	I	US_Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	Supreme_Court_of_the_United_States
Court	I	US_Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	Supreme_Court_of_the_United_States
has				
held				
a				
hearing				
to				
decide				
whether				
to				
intervene				
in				
the				
dispute				
over				
the				
presidential				
election				
results				
.				
				
Judith	B	Judith_Spencer	--NME--	
Spencer	I	Judith_Spencer	--NME--	
reports				
on				
the				
legal				
wrangling				
that				
is				
underway				
.				
				
Inside				
the				
stately				
Supreme				Supreme_Court_of_the_United_States
Court				Supreme_Court_of_the_United_States
building				
,				
lawyers				
for				
Republican				Republican_Party_(United_States)
George				George_W._Bush
W				George_W._Bush
.				
Bush				George_W._Bush
and				
Democrat				Democratic_Party_(United_States)
AL				Al_Gore
Gore				Al_Gore
argued				
over				
the				
validity				
of				
hand				
re				
-				
counts				
in				
the				
crucial				
state				
of				
Florida				Florida
,				
just				
as				
Ruth	B	Ruth_Bater_Ginsburg	http://en.wikipedia.org/wiki/Ruth_Bader_Ginsburg	
Bater	I	Ruth_Bater_Ginsburg	http://en.wikipedia.org/wiki/Ruth_Bader_Ginsburg	
Ginsburg	I	Ruth_Bater_Ginsburg	http://en.wikipedia.org/wiki/Ruth_Bader_Ginsburg	
pressed				
Bush				George_W._Bush
'				
s				
lawyer				
to				
explain				
why				
the				
Federal				Islamabad_High_Court
High				Islamabad_High_Court
Court				Islamabad_High_Court
should				
intervene				
in				
the				
Florida	B	Florida_Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_Florida	Supreme_Court_of_Florida
Supreme	I	Florida_Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_Florida	Supreme_Court_of_Florida
Court	I	Florida_Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_Florida	Supreme_Court_of_Florida
'				
s				
move				
to				
extend				
the				
deadline				
for				
finishing				
the				
re				
-				
counts				
.				
				
When				
we				
read				
a				
State				
court				
decision				
,				
we				
should				
read				
it				
in				
the				
light				
most				
favorable				
to				
the				
integrity				
of				
the				
State				State_supreme_court
Supreme				State_supreme_court
Court				State_supreme_court
.				
				
But				
later				
on				
,				
Justice				Sandra_Day_O'Connor
Sandra	B	Sandra_Day_O'Connor	http://en.wikipedia.org/wiki/Sandra_Day_O'Connor	Sandra_Day_O'Connor
Day	I	Sandra_Day_O'Connor	http://en.wikipedia.org/wiki/Sandra_Day_O'Connor	Sandra_Day_O'Connor
O	I	Sandra_Day_O'Connor	http://en.wikipedia.org/wiki/Sandra_Day_O'Connor	Sandra_Day_O'Connor
'	I	Sandra_Day_O'Connor	http://en.wikipedia.org/wiki/Sandra_Day_O'Connor	Sandra_Day_O'Connor
Connor	I	Sandra_Day_O'Connor	http://en.wikipedia.org/wiki/Sandra_Day_O'Connor	Sandra_Day_O'Connor
suggested				
the				
State				
court				
might				
have				
been				
out				
of				
line				
.				
				
The				
legislature				
had				
very				
clearly				
said				
,				
you				
know				
,				
7				
days				
after				
,				
that				
'				
s				
the				
date				
and				
it				
just				
does				
look				
like				
very				
dramatic				
change				
made				
by				
the				
Florida				Florida
court				
.				
				
The				
US				Supreme_Court_of_the_United_States
Supreme				Supreme_Court_of_the_United_States
Court				Supreme_Court_of_the_United_States
could				
rule				
on				
the				
matter				
as				
early				
as				
tomorrow				
.				
				
For				
The				The_World_(disambiguation)
World				The_World_(disambiguation)
,				
I				
am				
Judith				
Spencer				
in				
Washington	B	Washington	http://en.wikipedia.org/wiki/Washington,_D.C.	Washington,_D.C.
.				
				
Meanwhile				
,				
the				
Florida				Supreme_Court_of_Florida
Supreme				Supreme_Court_of_Florida
Court				Supreme_Court_of_Florida
has				
rejected				
an				
emergency				
appeal				
from				
Al				Al_Gore
Gore				Al_Gore
for				
an				
immediate				
re				
-				
count				
of				
thousands				
of				
disputed				
ballots				
from				
Palm				Palm_Beach,_Florida
Beach				Palm_Beach,_Florida
and				
Miami				Miami-Dade_County,_Florida
Dade				Miami-Dade_County,_Florida
counties				
.				
				
The				
US				United_States
navy	B	navy	http://en.wikipedia.org/wiki/United_States_Navy	
now				
says				
the				
USS	B	USS_Cole	http://en.wikipedia.org/wiki/USS_COLE_(DDG-67)	USS_Cole_(DDG-67)
Cole	I	USS_Cole	http://en.wikipedia.org/wiki/USS_COLE_(DDG-67)	USS_Cole_(DDG-67)
was				
being				
refueled				
when				
an				
explosion				
ripped				
through				
it				
in				
Yemen	B	Yemen	http://en.wikipedia.org/wiki/Yemen	Yemen
last				
week				
,				
killing				
17				
.				
				
The				
revised				
accounting				
of				
the				
incident				
was				
given				
in				
a				
navy				
statement				
Friday				
raising				
new				
questions				
about				
how				
the				
small				
boat				
carrying				
the				
explosives				
was				
able				
to				
get				
near				
the				
ship				
and				
set				
off				
the				
blast				
.				
				
Welcome				
to				
this				
hour				
of				
VOA				
News				
Now				
.				
				
I				
'				
m				
Erin				
Brumett				
in				
Washington	B	Washington	http://en.wikipedia.org/wiki/Washington,_D.C.	Washington,_D.C.
.				
				
The				
incredibly				
close				
Florida				Florida
vote				
count				
for				
President				
is				
in				
the				
state				
courts				
and				
heading				
for				
the				
US				Supreme_Court_of_the_United_States
Supreme	B	Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	Supreme_Court_of_the_United_States
Court	I	Supreme_Court	http://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	Supreme_Court_of_the_United_States
at				
the				
end				
of				
the				
week				
.				
				
That				
'				
s				
virtually				
unprecedented				
,				
as				
the				
Federal				Federal_judiciary_of_the_United_States
Courts				Federal_judiciary_of_the_United_States
have				
tended				
to				
stay				
out				
of				
elections				
,				
which				
are				
the				
responsibility				
of				
the				
states				
.				
				
Joe	B	Joe_O'Grossman	http://en.wikipedia.org/wiki/Joel_Grossman	
O	I	Joe_O'Grossman	http://en.wikipedia.org/wiki/Joel_Grossman	
'	I	Joe_O'Grossman	http://en.wikipedia.org/wiki/Joel_Grossman	
Grossman	I	Joe_O'Grossman	http://en.wikipedia.org/wiki/Joel_Grossman	
is				
a				
professor				
of				
constitutional				
law				
at				
Baltimore	B	Baltimore	http://en.wikipedia.org/wiki/Baltimore	Baltimore
'				
s				
Johns	B	Johns_Hopkins_University	http://en.wikipedia.org/wiki/Johns_Hopkins_University	Johns_Hopkins_University
Hopkins	I	Johns_Hopkins_University	http://en.wikipedia.org/wiki/Johns_Hopkins_University	Johns_Hopkins_University
University	I	Johns_Hopkins_University	http://en.wikipedia.org/wiki/Johns_Hopkins_University	Johns_Hopkins_University
.				
				
He				
says				
that				
in				
this				
instance				
the				
Supreme				Supreme_Court_of_the_United_States
Court				Supreme_Court_of_the_United_States
probably				
felt				
the				
circumstances				
were				
such				
that				
they				
had				
no				
real				
alternative				
but				
to				
take				
the				
case				
.				
				
Well				
,				
I				
think				
they				
took				
the				
case				
because				
it				
seemed				
like				
it				
was				
such				
a				
important				
issue				
that				
it				
would				
be				
kind				
of				
unseemly				
for				
them				
to				
try				
to				
reject				
it				
out				
of				
hand				
.				
				
In				
fact				
,				
I				
think				
that				
Lawrence	B	Lawrence_Tribe	http://en.wikipedia.org/wiki/Laurence_Tribe	Laurence_Tribe
Tribe	I	Lawrence_Tribe	http://en.wikipedia.org/wiki/Laurence_Tribe	Laurence_Tribe
